"time","stock","ret"
1969-01-01,"ge",-0.011984
1969-01-01,"ibm",-0.059524
1969-01-01,"mobil",-0.014043
1969-01-01,"crsp",-0.006714
1969-02-01,"ge",-0.060377
1969-02-01,"ibm",-0.007004
1969-02-01,"mobil",-0.078431
1969-02-01,"crsp",-0.053641
1969-03-01,"ge",0.066474
1969-03-01,"ibm",0.070303
1969-03-01,"mobil",0.21513
1969-03-01,"crsp",0.030505
1969-04-01,"ge",0.059621
1969-04-01,"ibm",0.044586
1969-04-01,"mobil",0.029961
1969-04-01,"crsp",0.020528
1969-05-01,"ge",-0.035806
1969-05-01,"ibm",-0.025
1969-05-01,"mobil",0.026667
1969-05-01,"crsp",0.005038
1969-06-01,"ge",-0.038196
1969-06-01,"ibm",0.058777
1969-06-01,"mobil",-0.12987
1969-06-01,"crsp",-0.067388
1969-07-01,"ge",-0.043056
1969-07-01,"ibm",-0.03923
1969-07-01,"mobil",-0.060981
1969-07-01,"crsp",-0.065173
1969-08-01,"ge",-0.027576
1969-08-01,"ibm",0.066256
1969-08-01,"mobil",0.107798
1969-08-01,"crsp",0.051488
1969-09-01,"ge",0.022687
1969-09-01,"ibm",0.000725
1969-09-01,"mobil",-0.10352
1969-09-01,"crsp",-0.02259
1969-10-01,"ge",-0.010294
1969-10-01,"ibm",0.044171
1969-10-01,"mobil",-0.044342
1969-10-01,"crsp",0.055647
1969-11-01,"ge",-0.047548
1969-11-01,"ibm",-0.006935
1969-11-01,"mobil",-0.05379
1969-11-01,"crsp",-0.032166
1969-12-01,"ge",-0.024649
1969-12-01,"ibm",0.021008
1969-12-01,"mobil",-0.049096
1969-12-01,"crsp",-0.019683
1970-01-01,"ge",-0.066129
1970-01-01,"ibm",-0.080247
1970-01-01,"mobil",-0.147283
1970-01-01,"crsp",-0.073252
1970-02-01,"ge",-0.025907
1970-02-01,"ibm",0.018494
1970-02-01,"mobil",0.097087
1970-02-01,"crsp",0.056708
1970-03-01,"ge",0.055319
1970-03-01,"ibm",-0.005143
1970-03-01,"mobil",0.017699
1970-03-01,"crsp",-0.004729
1970-04-01,"ge",-0.033898
1970-04-01,"ibm",-0.119645
1970-04-01,"mobil",-0.035362
1970-04-01,"crsp",-0.105318
1970-05-01,"ge",-0.068421
1970-05-01,"ibm",-0.063087
1970-05-01,"mobil",0.073171
1970-05-01,"crsp",-0.064346
1970-06-01,"ge",0.026742
1970-06-01,"ibm",-0.100719
1970-06-01,"mobil",-0.005682
1970-06-01,"crsp",-0.051075
1970-07-01,"ge",0.138889
1970-07-01,"ibm",0.0138
1970-07-01,"mobil",0.082286
1970-07-01,"crsp",0.074191
1970-08-01,"ge",0.021138
1970-08-01,"ibm",0.0555
1970-08-01,"mobil",0.064171
1970-08-01,"crsp",0.050047
1970-09-01,"ge",0.083121
1970-09-01,"ibm",0.095775
1970-09-01,"mobil",0.042714
1970-09-01,"crsp",0.04751
1970-10-01,"ge",0.019259
1970-10-01,"ibm",0.011825
1970-10-01,"mobil",0.042892
1970-10-01,"crsp",-0.018181
1970-11-01,"ge",0.027616
1970-11-01,"ibm",0.045068
1970-11-01,"mobil",0.065421
1970-11-01,"crsp",0.05045
1970-12-01,"ge",0.06959
1970-12-01,"ibm",0.034174
1970-12-01,"mobil",0.008772
1970-12-01,"crsp",0.060713
1971-01-01,"ge",0.057257
1971-01-01,"ibm",0.02439
1971-01-01,"mobil",-0.076522
1971-01-01,"crsp",0.05203
1971-02-01,"ge",0.089421
1971-02-01,"ibm",0.037788
1971-02-01,"mobil",0.038095
1971-02-01,"crsp",0.016899
1971-03-01,"ge",0.04185
1971-03-01,"ibm",0.062407
1971-03-01,"mobil",0.013761
1971-03-01,"crsp",0.044788
1971-04-01,"ge",0.097098
1971-04-01,"ibm",0.000699
1971-04-01,"mobil",0.068326
1971-04-01,"crsp",0.033326
1971-05-01,"ge",-0.024415
1971-05-01,"ibm",-0.08232
1971-05-01,"mobil",-0.070664
1971-05-01,"crsp",-0.036386
1971-06-01,"ge",0.019395
1971-06-01,"ibm",-0.030581
1971-06-01,"mobil",0.02765
1971-06-01,"crsp",0.00313
1971-07-01,"ge",-0.121399
1971-07-01,"ibm",-0.08123
1971-07-01,"mobil",-0.055605
1971-07-01,"crsp",-0.04027
1971-08-01,"ge",0.161592
1971-08-01,"ibm",0.04824
1971-08-01,"mobil",-0.057692
1971-08-01,"crsp",0.042502
1971-09-01,"ge",-0.002419
1971-09-01,"ibm",-0.000822
1971-09-01,"mobil",-0.007653
1971-09-01,"crsp",-0.005016
1971-10-01,"ge",-0.052846
1971-10-01,"ibm",-0.0107
1971-10-01,"mobil",0.02365
1971-10-01,"crsp",-0.040671
1971-11-01,"ge",0.025751
1971-11-01,"ibm",0.020965
1971-11-01,"mobil",0.015267
1971-11-01,"crsp",-0.001263
1971-12-01,"ge",0.053975
1971-12-01,"ibm",0.101473
1971-12-01,"mobil",0.095238
1971-12-01,"crsp",0.091268
1972-01-01,"ge",-0.00998
1972-01-01,"ibm",0.093611
1972-01-01,"mobil",-0.01373
1972-01-01,"crsp",0.028385
1972-02-01,"ge",-0.022177
1972-02-01,"ibm",0.005027
1972-02-01,"mobil",0.030626
1972-02-01,"crsp",0.031338
1972-03-01,"ge",0.071753
1972-03-01,"ibm",0.037313
1972-03-01,"mobil",-0.063781
1972-03-01,"crsp",0.008728
1972-04-01,"ge",0.046422
1972-04-01,"ibm",0.00981
1972-04-01,"mobil",0.017032
1972-04-01,"crsp",0.005491
1972-05-01,"ge",0.016636
1972-05-01,"ibm",0.033938
1972-05-01,"mobil",0.069856
1972-05-01,"crsp",0.016372
1972-06-01,"ge",-0.038545
1972-06-01,"ibm",-0.014456
1972-06-01,"mobil",0.0181
1972-06-01,"crsp",-0.020894
1972-07-01,"ge",-0.041825
1972-07-01,"ibm",0.022321
1972-07-01,"mobil",0.057778
1972-07-01,"crsp",-0.004248
1972-08-01,"ge",0.055556
1972-08-01,"ibm",0.022707
1972-08-01,"mobil",0.141176
1972-08-01,"crsp",0.035972
1972-09-01,"ge",0.003383
1972-09-01,"ibm",-0.004896
1972-09-01,"mobil",0.016729
1972-09-01,"crsp",-0.00767
1972-10-01,"ge",-0.037665
1972-10-01,"ibm",-0.051661
1972-10-01,"mobil",0.023035
1972-10-01,"crsp",0.008678
1972-11-01,"ge",0.068102
1972-11-01,"ibm",0.017769
1972-11-01,"mobil",0.059567
1972-11-01,"crsp",0.04977
1972-12-01,"ge",0.073665
1972-12-01,"ibm",0.028133
1972-12-01,"mobil",0.008518
1972-12-01,"crsp",0.011246
1973-01-01,"ge",-0.039451
1973-01-01,"ibm",0.083333
1973-01-01,"mobil",0.016216
1973-01-01,"crsp",-0.027655
1973-02-01,"ge",-0.039643
1973-02-01,"ibm",-0.00597
1973-02-01,"mobil",-0.139262
1973-02-01,"crsp",-0.044492
1973-03-01,"ge",-0.035514
1973-03-01,"ibm",0
1973-03-01,"mobil",0.089669
1973-03-01,"crsp",-0.007942
1973-04-01,"ge",-0.081395
1973-04-01,"ibm",-0.054461
1973-04-01,"mobil",-0.044723
1973-04-01,"crsp",-0.051735
1973-05-01,"ge",0.004219
1973-05-01,"ibm",-0.032261
1973-05-01,"mobil",-0.026966
1973-05-01,"crsp",-0.024497
1973-06-01,"ge",-0.029832
1973-06-01,"ibm",0.007149
1973-06-01,"mobil",0.001946
1973-06-01,"crsp",-0.008689
1973-07-01,"ge",0.093682
1973-07-01,"ibm",-0.007886
1973-07-01,"mobil",-0.053204
1973-07-01,"crsp",0.057109
1973-08-01,"ge",-0.057769
1973-08-01,"ibm",-0.039364
1973-08-01,"mobil",-0.020747
1973-08-01,"crsp",-0.029654
1973-09-01,"ge",0.072304
1973-09-01,"ibm",-0.142857
1973-09-01,"mobil",0.067797
1973-09-01,"crsp",0.053993
1973-10-01,"ge",0.037698
1973-10-01,"ibm",0.08624
1973-10-01,"mobil",-0.070238
1973-10-01,"crsp",-0.000296
1973-11-01,"ge",-0.028298
1973-11-01,"ibm",-0.050419
1973-11-01,"mobil",-0.181425
1973-11-01,"crsp",-0.12088
1973-12-01,"ge",-0.00198
1973-12-01,"ibm",-0.068868
1973-12-01,"mobil",0.118734
1973-12-01,"crsp",0.011442
1974-01-01,"ge",-0.049603
1974-01-01,"ibm",-0.006079
1974-01-01,"mobil",-0.05566
1974-01-01,"crsp",0.005024
1974-02-01,"ge",-0.047599
1974-02-01,"ibm",-0.024852
1974-02-01,"mobil",-0.098985
1974-02-01,"crsp",0.002648
1974-03-01,"ge",-0.041943
1974-03-01,"ibm",-0.008933
1974-03-01,"mobil",0.025352
1974-03-01,"crsp",-0.022878
1974-04-01,"ge",-0.059908
1974-04-01,"ibm",-0.036055
1974-04-01,"mobil",-0.04011
1974-04-01,"crsp",-0.046377
1974-05-01,"ge",-0.053922
1974-05-01,"ibm",-0.059274
1974-05-01,"mobil",-0.03207
1974-05-01,"crsp",-0.041974
1974-06-01,"ge",0.029016
1974-06-01,"ibm",0.001176
1974-06-01,"mobil",-0.033133
1974-06-01,"crsp",-0.022946
1974-07-01,"ge",-0.126904
1974-07-01,"ibm",-0.052291
1974-07-01,"mobil",0.029283
1974-07-01,"crsp",-0.070891
1974-08-01,"ge",-0.119186
1974-08-01,"ibm",-0.040298
1974-08-01,"mobil",-0.08642
1974-08-01,"crsp",-0.087741
1974-09-01,"ge",-0.164356
1974-09-01,"ibm",-0.171875
1974-09-01,"mobil",-0.118243
1974-09-01,"crsp",-0.109712
1974-10-01,"ge",0.224
1974-10-01,"ibm",0.189465
1974-10-01,"mobil",0.124138
1974-10-01,"crsp",0.165614
1974-11-01,"ge",-0.029412
1974-11-01,"ibm",-0.054858
1974-11-01,"mobil",-0.080139
1974-11-01,"crsp",-0.04094
1974-12-01,"ge",-0.090236
1974-12-01,"ibm",-0.052186
1974-12-01,"mobil",0.090909
1974-12-01,"crsp",-0.027007
1975-01-01,"ge",0.157303
1975-01-01,"ibm",0.120536
1975-01-01,"mobil",0.169444
1975-01-01,"crsp",0.141429
1975-02-01,"ge",0.152751
1975-02-01,"ibm",0.152722
1975-02-01,"mobil",0.00303
1975-02-01,"crsp",0.05861
1975-03-01,"ge",0.042493
1975-03-01,"ibm",-0.041183
1975-03-01,"mobil",-0.039275
1975-03-01,"crsp",0.030163
1975-04-01,"ge",0
1975-04-01,"ibm",0.015729
1975-04-01,"mobil",0.033962
1975-04-01,"crsp",0.046423
1975-05-01,"ge",-0.013587
1975-05-01,"ibm",0.031566
1975-05-01,"mobil",0.177019
1975-05-01,"crsp",0.055156
1975-06-01,"ge",0.168595
1975-06-01,"ibm",-0.027907
1975-06-01,"mobil",0.002639
1975-06-01,"crsp",0.051587
1975-07-01,"ge",-0.102138
1975-07-01,"ibm",-0.089713
1975-07-01,"mobil",-0.045263
1975-07-01,"crsp",-0.060447
1975-08-01,"ge",-0.021164
1975-08-01,"ibm",-0.011827
1975-08-01,"mobil",-0.008427
1975-08-01,"crsp",-0.023611
1975-09-01,"ge",-0.04
1975-09-01,"ibm",0.010738
1975-09-01,"mobil",0.011331
1975-09-01,"crsp",-0.037964
1975-10-01,"ge",0.09375
1975-10-01,"ibm",0.12749
1975-10-01,"mobil",0.047059
1975-10-01,"crsp",0.056037
1975-11-01,"ge",0.002597
1975-11-01,"ibm",0.074794
1975-11-01,"mobil",-0.010899
1975-11-01,"crsp",0.031164
1975-12-01,"ge",-0.035751
1975-12-01,"ibm",-0.009387
1975-12-01,"mobil",0.041322
1975-12-01,"crsp",-0.011014
1976-01-01,"ge",0.214092
1976-01-01,"ibm",0.149387
1976-01-01,"mobil",0.168783
1976-01-01,"crsp",0.125958
1976-02-01,"ge",-0.046875
1976-02-01,"ibm",-0.001455
1976-02-01,"mobil",-0.011494
1976-02-01,"crsp",0.007165
1976-03-01,"ge",-0.008899
1976-03-01,"ibm",0.024939
1976-03-01,"mobil",0.07907
1976-03-01,"crsp",0.026804
1976-04-01,"ge",0.02381
1976-04-01,"ibm",-0.03292
1976-04-01,"mobil",0.023707
1976-04-01,"crsp",-0.010473
1976-05-01,"ge",-0.053488
1976-05-01,"ibm",0.019734
1976-05-01,"mobil",0.018526
1976-05-01,"crsp",-0.009363
1976-06-01,"ge",0.130713
1976-06-01,"ibm",0.078422
1976-06-01,"mobil",0.004193
1976-06-01,"crsp",0.044439
1976-07-01,"ge",-0.045952
1976-07-01,"ibm",-0.016712
1976-07-01,"mobil",-0.022965
1976-07-01,"crsp",-0.006111
1976-08-01,"ge",-0.027523
1976-08-01,"ibm",0.01378
1976-08-01,"mobil",-0.000427
1976-08-01,"crsp",-0.001385
1976-09-01,"ge",0.029717
1976-09-01,"ibm",0.028323
1976-09-01,"mobil",0.067245
1976-09-01,"crsp",0.0245
1976-10-01,"ge",-0.013857
1976-10-01,"ibm",-0.034207
1976-10-01,"mobil",-0.01626
1976-10-01,"crsp",-0.020402
1976-11-01,"ge",-0.051522
1976-11-01,"ibm",0.00552
1976-11-01,"mobil",0.005372
1976-11-01,"crsp",0.005578
1976-12-01,"ge",0.107654
1976-12-01,"ibm",0.029982
1976-12-01,"mobil",0.085595
1976-12-01,"crsp",0.0616
1977-01-01,"ge",-0.049438
1977-01-01,"ibm",-0.013883
1977-01-01,"mobil",0.028846
1977-01-01,"crsp",-0.036341
1977-02-01,"ge",-0.044917
1977-02-01,"ibm",0.011807
1977-02-01,"mobil",0.001121
1977-02-01,"crsp",-0.015759
1977-03-01,"ge",-0.018317
1977-03-01,"ibm",0.001812
1977-03-01,"mobil",0.018939
1977-03-01,"crsp",-0.009247
1977-04-01,"ge",0.096692
1977-04-01,"ibm",-0.064195
1977-04-01,"mobil",-0.01487
1977-04-01,"crsp",0.004957
1977-05-01,"ge",0.006961
1977-05-01,"ibm",-0.041546
1977-05-01,"mobil",-0.015849
1977-05-01,"crsp",-0.010792
1977-06-01,"ge",0.051613
1977-06-01,"ibm",0.075356
1977-06-01,"mobil",0.058366
1977-06-01,"crsp",0.051359
1977-07-01,"ge",-0.037611
1977-07-01,"ibm",0.015625
1977-07-01,"mobil",0.005515
1977-07-01,"crsp",-0.012806
1977-08-01,"ge",-0.018391
1977-08-01,"ibm",0.010256
1977-08-01,"mobil",-0.108592
1977-08-01,"crsp",-0.013357
1977-09-01,"ge",-0.029508
1977-09-01,"ibm",-0.02748
1977-09-01,"mobil",0.03125
1977-09-01,"crsp",0.001574
1977-10-01,"ge",-0.021951
1977-10-01,"ibm",-0.014368
1977-10-01,"mobil",0
1977-10-01,"crsp",-0.039284
1977-11-01,"ge",0.010973
1977-11-01,"ibm",0.035957
1977-11-01,"mobil",0.049293
1977-11-01,"crsp",0.045434
1977-12-01,"ge",-0.004988
1977-12-01,"ibm",0.035985
1977-12-01,"mobil",-0.003914
1977-12-01,"crsp",0.008209
1978-01-01,"ge",-0.082707
1978-01-01,"ibm",-0.02925
1978-01-01,"mobil",-0.046365
1978-01-01,"crsp",-0.055195
1978-02-01,"ge",-0.021858
1978-02-01,"ibm",-0.042825
1978-02-01,"mobil",-0.016771
1978-02-01,"crsp",-0.00928
1978-03-01,"ge",0.05419
1978-03-01,"ibm",-0.062687
1978-03-01,"mobil",0.049041
1978-03-01,"crsp",0.034004
1978-04-01,"ge",0.120643
1978-04-01,"ibm",0.129512
1978-04-01,"mobil",0.077236
1978-04-01,"crsp",0.082844
1978-05-01,"ge",0.011962
1978-05-01,"ibm",-0.018308
1978-05-01,"mobil",-0.010566
1978-05-01,"crsp",0.023228
1978-06-01,"ge",-0.032624
1978-06-01,"ibm",-0.003872
1978-06-01,"mobil",-0.042636
1978-06-01,"crsp",-0.010751
1978-07-01,"ge",0.061881
1978-07-01,"ibm",0.092323
1978-07-01,"mobil",0.02834
1978-07-01,"crsp",0.05674
1978-08-01,"ge",0.011655
1978-08-01,"ibm",0.04895
1978-08-01,"mobil",0.055905
1978-08-01,"crsp",0.042352
1978-09-01,"ge",-0.013364
1978-09-01,"ibm",-0.050964
1978-09-01,"mobil",0.064394
1978-09-01,"crsp",-0.006892
1978-10-01,"ge",-0.101655
1978-10-01,"ibm",-0.046029
1978-10-01,"mobil",-0.069039
1978-10-01,"crsp",-0.110995
1978-11-01,"ge",0.005789
1978-11-01,"ibm",0.030766
1978-11-01,"mobil",0.036965
1978-11-01,"crsp",0.033793
1978-12-01,"ge",0
1978-12-01,"ibm",0.107607
1978-12-01,"mobil",0.041276
1978-12-01,"crsp",0.017713
1979-01-01,"ge",0.023873
1979-01-01,"ibm",0.034338
1979-01-01,"mobil",0.060541
1979-01-01,"crsp",0.049491
1979-02-01,"ge",-0.033161
1979-02-01,"ibm",-0.017198
1979-02-01,"mobil",-0.001727
1979-02-01,"crsp",-0.026774
1979-03-01,"ge",0.043478
1979-03-01,"ibm",0.051667
1979-03-01,"mobil",0.029412
1979-03-01,"crsp",0.065611
1979-04-01,"ge",0.023438
1979-04-01,"ibm",-0.003962
1979-04-01,"mobil",0.078992
1979-04-01,"crsp",0.008521
1979-05-01,"ge",0.014249
1979-05-01,"ibm",-0.021671
1979-05-01,"mobil",-0.086293
1979-05-01,"crsp",-0.013597
1979-06-01,"ge",0.017812
1979-06-01,"ibm",-0.034539
1979-06-01,"mobil",0.088388
1979-06-01,"crsp",0.046851
1979-07-01,"ge",0.035
1979-07-01,"ibm",-0.049404
1979-07-01,"mobil",0.018471
1979-07-01,"crsp",0.014989
1979-08-01,"ge",0.028986
1979-08-01,"ibm",0.015914
1979-08-01,"mobil",0.111111
1979-08-01,"crsp",0.064743
1979-09-01,"ge",-0.033803
1979-09-01,"ibm",-0.032143
1979-09-01,"mobil",0.18
1979-09-01,"crsp",0.001409
1979-10-01,"ge",-0.046798
1979-10-01,"ibm",-0.079336
1979-10-01,"mobil",-0.031477
1979-10-01,"crsp",-0.072651
1979-11-01,"ge",-0.032041
1979-11-01,"ibm",0.05988
1979-11-01,"mobil",0.050761
1979-11-01,"crsp",0.063604
1979-12-01,"ge",0.097561
1979-12-01,"ibm",-0.01341
1979-12-01,"mobil",0.062802
1979-12-01,"crsp",0.028201
1980-01-01,"ge",0.08642
1980-01-01,"ibm",0.066019
1980-01-01,"mobil",0.075
1980-01-01,"crsp",0.065578
1980-02-01,"ge",-0.073636
1980-02-01,"ibm",-0.062149
1980-02-01,"mobil",0.366167
1980-02-01,"crsp",0.001028
1980-03-01,"ge",-0.042289
1980-03-01,"ibm",-0.122047
1980-03-01,"mobil",-0.175549
1980-03-01,"crsp",-0.120207
1980-04-01,"ge",-0.012987
1980-04-01,"ibm",-0.015695
1980-04-01,"mobil",0.119392
1980-04-01,"crsp",0.052297
1980-05-01,"ge",0.057895
1980-05-01,"ibm",0.024784
1980-05-01,"mobil",0.003436
1980-05-01,"crsp",0.060073
1980-06-01,"ge",0.040404
1980-06-01,"ibm",0.060948
1980-06-01,"mobil",-0.023973
1980-06-01,"crsp",0.03771
1980-07-01,"ge",0.092233
1980-07-01,"ibm",0.110638
1980-07-01,"mobil",0.054035
1980-07-01,"crsp",0.069447
1980-08-01,"ge",-0.031111
1980-08-01,"ibm",0.017011
1980-08-01,"mobil",-0.058923
1980-08-01,"crsp",0.023514
1980-09-01,"ge",-0.020642
1980-09-01,"ibm",-0.020992
1980-09-01,"mobil",0.007156
1980-09-01,"crsp",0.029481
1980-10-01,"ge",0.028504
1980-10-01,"ibm",0.038986
1980-10-01,"mobil",0.058615
1980-10-01,"crsp",0.020038
1980-11-01,"ge",0.143187
1980-11-01,"ibm",0.035422
1980-11-01,"mobil",0.192953
1980-11-01,"crsp",0.104928
1980-12-01,"ge",0.00202
1980-12-01,"ibm",-0.00367
1980-12-01,"mobil",-0.081081
1980-12-01,"crsp",-0.034379
1981-01-01,"ge",0
1981-01-01,"ibm",-0.051565
1981-01-01,"mobil",-0.082043
1981-01-01,"crsp",-0.040113
1981-02-01,"ge",0.089796
1981-02-01,"ibm",0.011417
1981-02-01,"mobil",-0.066667
1981-02-01,"crsp",0.015533
1981-03-01,"ge",0.014981
1981-03-01,"ibm",-0.029183
1981-03-01,"mobil",-0.042125
1981-03-01,"crsp",0.046186
1981-04-01,"ge",-0.020522
1981-04-01,"ibm",-0.06012
1981-04-01,"mobil",-0.024857
1981-04-01,"crsp",-0.011243
1981-05-01,"ge",0.001905
1981-05-01,"ibm",0.016802
1981-05-01,"mobil",-0.091633
1981-05-01,"crsp",0.013534
1981-06-01,"ge",-0.046768
1981-06-01,"ibm",-0.014894
1981-06-01,"mobil",0.052632
1981-06-01,"crsp",-0.010176
1981-07-01,"ge",-0.014141
1981-07-01,"ibm",-0.030238
1981-07-01,"mobil",0.020833
1981-07-01,"crsp",-0.003053
1981-08-01,"ge",-0.084016
1981-08-01,"ibm",-0.002494
1981-08-01,"mobil",-0.057143
1981-08-01,"crsp",-0.056263
1981-09-01,"ge",-0.003579
1981-09-01,"ibm",-0.018141
1981-09-01,"mobil",-0.105727
1981-09-01,"crsp",-0.063748
1981-10-01,"ge",-0.01139
1981-10-01,"ibm",-0.048499
1981-10-01,"mobil",0.024631
1981-10-01,"crsp",0.060182
1981-11-01,"ge",0.112903
1981-11-01,"ibm",0.074951
1981-11-01,"mobil",0.038462
1981-11-01,"crsp",0.045837
1981-12-01,"ge",-0.036439
1981-12-01,"ibm",0.043578
1981-12-01,"mobil",-0.089623
1981-12-01,"crsp",-0.028082
1982-01-01,"ge",0.089325
1982-01-01,"ibm",0.118681
1982-01-01,"mobil",-0.015544
1982-01-01,"crsp",-0.026205
1982-02-01,"ge",0.006
1982-02-01,"ibm",-0.013988
1982-02-01,"mobil",-0.015789
1982-02-01,"crsp",-0.051118
1982-03-01,"ge",0.020676
1982-03-01,"ibm",-0.034343
1982-03-01,"mobil",-0.038251
1982-03-01,"crsp",-0.010083
1982-04-01,"ge",0.011834
1982-04-01,"ibm",0.075314
1982-04-01,"mobil",-0.011364
1982-04-01,"crsp",0.043273
1982-05-01,"ge",-0.035088
1982-05-01,"ibm",-0.029416
1982-05-01,"mobil",0.091954
1982-05-01,"crsp",-0.028197
1982-06-01,"ge",0.04202
1982-06-01,"ibm",-0.014228
1982-06-01,"mobil",-0.037634
1982-06-01,"crsp",-0.023914
1982-07-01,"ge",0.033399
1982-07-01,"ibm",0.082474
1982-07-01,"mobil",-0.072626
1982-07-01,"crsp",-0.020539
1982-08-01,"ge",0.144487
1982-08-01,"ibm",0.08739
1982-08-01,"mobil",0.156627
1982-08-01,"crsp",0.119023
1982-09-01,"ge",0.004651
1982-09-01,"ibm",0.04078
1982-09-01,"mobil",0.042553
1982-09-01,"crsp",0.016758
1982-10-01,"ge",0.148829
1982-10-01,"ibm",0.088586
1982-10-01,"mobil",0.020408
1982-10-01,"crsp",0.118634
1982-11-01,"ge",0.087045
1982-11-01,"ibm",0.093709
1982-11-01,"mobil",-0.04
1982-11-01,"crsp",0.051921
1982-12-01,"ge",0.025676
1982-12-01,"ibm",0.112717
1982-12-01,"mobil",0.069149
1982-12-01,"crsp",0.014449
1983-01-01,"ge",0.090909
1983-01-01,"ibm",0.027273
1983-01-01,"mobil",0.054726
1983-01-01,"crsp",0.041546
1983-02-01,"ge",0.048309
1983-02-01,"ibm",0.009962
1983-02-01,"mobil",0.009434
1983-02-01,"crsp",0.030502
1983-03-01,"ge",-0.024424
1983-03-01,"ibm",0.027778
1983-03-01,"mobil",0.095238
1983-03-01,"crsp",0.034707
1983-04-01,"ge",0.065476
1983-04-01,"ibm",0.149877
1983-04-01,"mobil",0.091304
1983-04-01,"crsp",0.074271
1983-05-01,"ge",-0.075978
1983-05-01,"ibm",-0.041026
1983-05-01,"mobil",-0.051793
1983-05-01,"crsp",0.013074
1983-06-01,"ge",0.073277
1983-06-01,"ibm",0.080899
1983-06-01,"mobil",0.076923
1983-06-01,"crsp",0.037997
1983-07-01,"ge",-0.093182
1983-07-01,"ibm",0.00104
1983-07-01,"mobil",-0.059524
1983-07-01,"crsp",-0.031727
1983-08-01,"ge",0.025063
1983-08-01,"ibm",0.000623
1983-08-01,"mobil",0.118143
1983-08-01,"crsp",0.003569
1983-09-01,"ge",0.041076
1983-09-01,"ibm",0.061715
1983-09-01,"mobil",-0.049808
1983-09-01,"crsp",0.016314
1983-10-01,"ge",-0.018957
1983-10-01,"ibm",-0.000985
1983-10-01,"mobil",-0.032258
1983-10-01,"crsp",-0.027745
1983-11-01,"ge",0.113527
1983-11-01,"ibm",-0.066469
1983-11-01,"mobil",-0.033333
1983-11-01,"crsp",0.029353
1983-12-01,"ge",0.026258
1983-12-01,"ibm",0.039404
1983-12-01,"mobil",0.008772
