"Survived","Pclass","Age","SibSp","Parch","Embarked","Female","title","Child","Family","Mother","Cherbourg","Queenstown","Southampton"
0,3,24,0,0,"S",0,"Mr",0,1,0,0,0,1
0,1,32.37,0,0,"C",0,"Mr",0,1,0,1,0,0
0,3,23.5,0,0,"C",0,"Mr",0,1,0,1,0,0
0,1,2,1,2,"S",1,"Miss",1,4,0,0,0,1
1,1,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,50,0,1,"C",1,"Mrs",0,2,1,1,0,0
1,3,21.82,0,0,"Q",1,"Miss",0,1,0,0,1,0
1,3,32.37,2,0,"Q",0,"Mr",0,3,0,0,1,0
0,3,19,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,21.82,0,0,"Q",1,"Miss",0,1,0,0,1,0
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,0.92,1,2,"S",0,"Master",1,4,0,0,0,1
1,1,21.82,0,0,"C",1,"Miss",0,1,0,1,0,0
1,1,17,1,0,"C",1,"Mrs",0,2,0,1,0,0
0,2,30,1,0,"C",0,"Mr",0,2,0,1,0,0
1,1,30,0,0,"C",1,"Miss",0,1,0,1,0,0
1,1,24,0,0,"C",1,"Miss",0,1,0,1,0,0
1,1,18,2,2,"C",1,"Miss",0,5,0,1,0,0
0,2,26,1,1,"S",1,"Mrs",0,3,1,0,0,1
0,3,28,0,0,"S",0,"Mr",0,1,0,0,0,1
0,2,43,1,1,"S",0,"Mr",0,3,0,0,0,1
1,3,26,0,0,"S",1,"Miss",0,1,0,0,0,1
1,2,24,1,0,"S",1,"Mrs",0,2,0,0,0,1
0,2,54,0,0,"S",0,"Dr",0,1,0,0,0,1
1,1,31,0,2,"S",1,"Miss",0,3,0,0,0,1
1,1,40,1,1,"C",1,"Mrs",0,3,1,1,0,0
0,3,22,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,27,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,30,0,0,"Q",1,"Miss",0,1,0,0,1,0
1,2,22,1,1,"S",1,"Mrs",0,3,1,0,0,1
0,3,32.37,8,2,"S",0,"Mr",0,11,0,0,0,1
1,1,36,0,0,"C",1,"Miss",0,1,0,1,0,0
0,3,61,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,36,0,0,"S",1,"Mrs",0,1,0,0,0,1
1,3,31,1,1,"S",1,"Mrs",0,3,1,0,0,1
1,1,16,0,1,"C",1,"Miss",0,2,0,1,0,0
1,3,21.82,2,0,"Q",1,"Miss",0,3,0,0,1,0
0,1,45.5,0,0,"S",0,"Mr",0,1,0,0,0,1
0,1,38,0,1,"S",0,"Mr",0,2,0,0,0,1
0,3,16,2,0,"S",0,"Mr",0,3,0,0,0,1
1,1,35.91,1,0,"S",1,"Mrs",0,2,0,0,0,1
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
0,1,29,1,0,"S",0,"Mr",0,2,0,0,0,1
1,1,41,0,0,"C",1,"Miss",0,1,0,1,0,0
1,3,45,0,0,"S",0,"Mr",0,1,0,0,0,1
0,1,45,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,2,1,1,"S",0,"Master",1,3,0,0,0,1
1,1,24,3,2,"S",1,"Miss",0,6,0,0,0,1
0,2,28,0,0,"S",0,"Mr",0,1,0,0,0,1
0,2,25,0,0,"S",0,"Mr",0,1,0,0,0,1
0,2,36,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,24,0,0,"S",1,"Miss",0,1,0,0,0,1
1,2,40,0,0,"S",1,"Miss",0,1,0,0,0,1
1,3,35.91,1,0,"S",1,"Mrs",0,2,0,0,0,1
1,3,3,1,1,"S",0,"Master",1,3,0,0,0,1
0,3,42,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,23,0,0,"S",0,"Mr",0,1,0,0,0,1
0,1,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,15,1,1,"C",0,"Mr",0,3,0,1,0,0
0,3,25,1,0,"S",0,"Mr",0,2,0,0,0,1
0,3,32.37,0,0,"C",0,"Mr",0,1,0,1,0,0
0,3,28,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,22,0,1,"S",1,"Miss",0,2,0,0,0,1
0,2,38,0,0,"S",1,"Miss",0,1,0,0,0,1
1,3,21.82,0,0,"Q",1,"Miss",0,1,0,0,1,0
1,3,21.82,0,0,"Q",1,"Miss",0,1,0,0,1,0
0,3,40,1,4,"S",0,"Mr",0,6,0,0,0,1
0,2,29,1,0,"C",0,"Mr",0,2,0,1,0,0
0,3,45,0,1,"C",1,"Mrs",0,2,1,1,0,0
0,3,35,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,32.37,1,0,"Q",0,"Mr",0,2,0,0,1,0
0,3,30,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,60,1,0,"C",1,"Mrs",0,2,0,1,0,0
1,3,35.91,0,0,"C",1,"Mrs",0,1,0,1,0,0
1,3,21.82,0,0,"Q",1,"Miss",0,1,0,0,1,0
1,1,24,0,0,"C",1,"Miss",0,1,0,1,0,0
1,1,25,1,0,"C",0,"Mr",0,2,0,1,0,0
0,3,18,1,0,"S",0,"Mr",0,2,0,0,0,1
0,3,19,0,0,"S",0,"Mr",0,1,0,0,0,1
0,1,22,0,0,"C",0,"Mr",0,1,0,1,0,0
0,3,3,3,1,"S",1,"Miss",1,5,0,0,0,1
1,1,35.91,1,0,"C",1,"Mrs",0,2,0,1,0,0
1,3,22,0,0,"S",1,"Miss",0,1,0,0,0,1
0,1,27,0,2,"C",0,"Mr",0,3,0,1,0,0
0,3,20,0,0,"C",0,"Mr",0,1,0,1,0,0
0,3,19,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,42,0,0,"C",1,"Miss",0,1,0,1,0,0
1,3,1,0,2,"C",1,"Miss",1,3,0,1,0,0
0,3,32,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,35,1,0,"S",1,"Mrs",0,2,0,0,0,1
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
0,2,18,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,1,5,2,"S",0,"Master",1,8,0,0,0,1
1,2,36,0,0,"S",1,"Miss",0,1,0,0,0,1
0,3,32.37,0,0,"Q",0,"Mr",0,1,0,0,1,0
1,2,17,0,0,"C",1,"Miss",0,1,0,1,0,0
1,1,36,1,2,"S",0,"Mr",0,4,0,0,0,1
1,3,21,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,28,2,0,"S",0,"Mr",0,3,0,0,0,1
1,1,23,1,0,"C",1,"Miss",0,2,0,1,0,0
1,3,24,0,2,"S",1,"Mrs",0,3,1,0,0,1
0,3,22,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,31,0,0,"S",1,"Miss",0,1,0,0,0,1
0,2,46,0,0,"S",0,"Mr",0,1,0,0,0,1
0,2,23,0,0,"S",0,"Dr",0,1,0,0,0,1
1,2,28,0,0,"S",1,"Mrs",0,1,0,0,0,1
1,3,39,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,26,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,21,1,0,"S",1,"Miss",0,2,0,0,0,1
0,3,28,1,0,"S",0,"Mr",0,2,0,0,0,1
0,3,20,0,0,"S",1,"Miss",0,1,0,0,0,1
0,2,34,1,0,"S",0,"Mr",0,2,0,0,0,1
0,3,51,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,3,1,1,"S",0,"Master",1,3,0,0,0,1
0,3,21,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,21.82,3,1,"S",1,"Miss",0,5,0,0,0,1
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,32.37,0,0,"Q",0,"Mr",0,1,0,0,1,0
1,1,33,1,0,"Q",1,"Miss",0,2,0,0,1,0
0,2,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
1,3,44,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,35.91,0,0,"S",1,"Mrs",0,1,0,0,0,1
1,2,34,1,1,"S",1,"Mrs",0,3,1,0,0,1
1,2,18,0,2,"S",1,"Miss",0,3,0,0,0,1
0,2,30,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,10,0,2,"S",1,"Miss",1,3,0,0,0,1
0,3,32.37,0,0,"C",0,"Mr",0,1,0,1,0,0
0,3,21,0,0,"Q",0,"Mr",0,1,0,0,1,0
0,3,29,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,28,1,1,"S",1,"Mrs",0,3,1,0,0,1
0,3,18,1,1,"S",0,"Mr",0,3,0,0,0,1
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,28,1,0,"S",1,"Mrs",0,2,0,0,0,1
1,2,19,0,0,"S",1,"Miss",0,1,0,0,0,1
0,3,32.37,0,0,"Q",0,"Mr",0,1,0,0,1,0
1,3,32,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,28,0,0,"S",0,"Mr",0,1,0,0,0,1
1,3,35.91,1,0,"S",1,"Mrs",0,2,0,0,0,1
1,2,42,1,0,"S",1,"Mrs",0,2,0,0,0,1
0,3,17,0,0,"S",0,"Mr",0,1,0,0,0,1
0,1,50,1,0,"S",0,"Mr",0,2,0,0,0,1
1,1,14,1,2,"S",1,"Miss",0,4,0,0,0,1
0,3,21,2,2,"S",1,"Miss",0,5,0,0,0,1
1,2,24,2,3,"S",1,"Mrs",0,6,1,0,0,1
0,1,64,1,4,"S",0,"Mr",0,6,0,0,0,1
0,2,31,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,45,1,1,"S",1,"Mrs",0,3,1,0,0,1
0,3,20,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,25,1,0,"S",0,"Mr",0,2,0,0,0,1
1,2,28,0,0,"S",1,"Mrs",0,1,0,0,0,1
1,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,4,0,2,"S",0,"Master",1,3,0,0,0,1
1,2,13,0,1,"S",1,"Miss",0,2,0,0,0,1
1,1,34,0,0,"S",0,"Mr",0,1,0,0,0,1
1,3,5,2,1,"C",1,"Miss",1,4,0,1,0,0
1,1,52,0,0,"S",0,"Dr",0,1,0,0,0,1
0,2,36,1,2,"S",0,"Mr",0,4,0,0,0,1
0,3,32.37,1,0,"S",0,"Mr",0,2,0,0,0,1
0,1,30,0,0,"C",0,"Mr",0,1,0,1,0,0
1,1,49,1,0,"C",0,"Mr",0,2,0,1,0,0
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
1,3,29,0,0,"C",0,"Mr",0,1,0,1,0,0
0,1,65,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,35.91,1,0,"S",1,"Mrs",0,2,0,0,0,1
1,2,50,0,0,"S",1,"Miss",0,1,0,0,0,1
0,3,32.37,0,0,"Q",0,"Mr",0,1,0,0,1,0
1,1,48,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,34,0,0,"S",0,"Mr",0,1,0,0,0,1
0,1,47,0,0,"S",0,"Mr",0,1,0,0,0,1
0,2,48,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,38,0,0,"S",0,"Mr",0,1,0,0,0,1
0,2,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
0,1,56,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,32.37,0,0,"Q",0,"Mr",0,1,0,0,1,0
1,3,0.75,2,1,"C",1,"Miss",1,4,0,1,0,0
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,38,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,33,1,2,"S",1,"Mrs",0,4,1,0,0,1
1,2,23,0,0,"C",1,"Mrs",0,1,0,1,0,0
0,3,22,0,0,"S",1,"Miss",0,1,0,0,0,1
0,1,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
0,2,34,1,0,"S",0,"Mr",0,2,0,0,0,1
0,3,29,1,0,"S",0,"Mr",0,2,0,0,0,1
0,3,22,0,0,"S",0,"Mr",0,1,0,0,0,1
1,3,2,0,1,"S",1,"Miss",1,2,0,0,0,1
0,3,9,5,2,"S",0,"Master",1,8,0,0,0,1
0,2,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,50,0,0,"S",0,"Mr",0,1,0,0,0,1
1,3,63,0,0,"S",1,"Mrs",0,1,0,0,0,1
1,1,25,1,0,"C",0,"Mr",0,2,0,1,0,0
0,3,21.82,3,1,"S",1,"Miss",0,5,0,0,0,1
1,1,35,1,0,"S",1,"Mrs",0,2,0,0,0,1
0,1,58,0,0,"C",0,"Mr",0,1,0,1,0,0
0,3,30,0,0,"S",0,"Mr",0,1,0,0,0,1
1,3,9,1,1,"S",0,"Master",1,3,0,0,0,1
0,3,32.37,1,0,"S",0,"Mr",0,2,0,0,0,1
0,3,21,0,0,"S",0,"Mr",0,1,0,0,0,1
0,1,55,0,0,"S",0,"Mr",0,1,0,0,0,1
0,1,71,0,0,"C",0,"Mr",0,1,0,1,0,0
0,3,21,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,32.37,0,0,"C",0,"Mr",0,1,0,1,0,0
1,1,54,1,0,"C",1,"Miss",0,2,0,1,0,0
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
0,1,25,1,2,"S",1,"Mrs",0,4,1,0,0,1
0,3,24,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,17,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,21,0,0,"Q",1,"Miss",0,1,0,0,1,0
0,3,21.82,0,0,"Q",1,"Miss",0,1,0,0,1,0
0,3,37,0,0,"S",1,"Miss",0,1,0,0,0,1
1,1,16,0,0,"S",1,"Miss",0,1,0,0,0,1
0,1,18,1,0,"C",0,"Mr",0,2,0,1,0,0
1,2,33,0,2,"S",1,"Mrs",0,3,1,0,0,1
1,1,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,28,0,0,"S",0,"Mr",0,1,0,0,0,1
1,3,26,0,0,"S",0,"Mr",0,1,0,0,0,1
1,3,29,0,0,"Q",0,"Mr",0,1,0,0,1,0
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,36,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,54,1,0,"C",1,"Mrs",0,2,0,1,0,0
0,3,24,0,0,"S",0,"Mr",0,1,0,0,0,1
0,1,47,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,34,0,0,"S",1,"Mrs",0,1,0,0,0,1
0,3,32.37,0,0,"Q",0,"Mr",0,1,0,0,1,0
1,2,36,1,0,"S",1,"Mrs",0,2,0,0,0,1
0,3,32,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,30,0,0,"S",1,"Miss",0,1,0,0,0,1
0,3,22,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,32.37,0,0,"C",0,"Mr",0,1,0,1,0,0
1,1,44,0,1,"C",1,"Mrs",0,2,1,1,0,0
0,3,32.37,0,0,"C",0,"Mr",0,1,0,1,0,0
0,3,40.5,0,0,"Q",0,"Mr",0,1,0,0,1,0
1,2,50,0,0,"S",1,"Miss",0,1,0,0,0,1
0,1,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,39,0,0,"S",0,"Mr",0,1,0,0,0,1
0,2,23,2,1,"S",0,"Mr",0,4,0,0,0,1
1,2,2,1,1,"S",1,"Miss",1,3,0,0,0,1
0,3,32.37,0,0,"C",0,"Mr",0,1,0,1,0,0
0,3,17,1,1,"C",0,"Mr",0,3,0,1,0,0
1,3,35.91,0,2,"C",1,"Mrs",0,3,1,1,0,0
0,3,30,0,0,"S",1,"Miss",0,1,0,0,0,1
1,2,7,0,2,"S",1,"Miss",1,3,0,0,0,1
0,1,45,0,0,"S",0,"Dr",0,1,0,0,0,1
1,1,30,0,0,"C",1,"Miss",0,1,0,1,0,0
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,22,0,2,"C",1,"Miss",0,3,0,1,0,0
1,1,36,0,2,"S",1,"Miss",0,3,0,0,0,1
0,3,9,4,2,"S",1,"Miss",1,7,0,0,0,1
0,3,11,4,2,"S",1,"Miss",1,7,0,0,0,1
1,2,32,1,0,"S",0,"Mr",0,2,0,0,0,1
0,1,50,1,0,"C",0,"Mr",0,2,0,1,0,0
0,1,64,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,19,1,0,"S",1,"Mrs",0,2,0,0,0,1
1,2,32.37,0,0,"C",0,"Mr",0,1,0,1,0,0
0,3,33,1,1,"S",0,"Mr",0,3,0,0,0,1
1,2,8,1,1,"S",0,"Master",1,3,0,0,0,1
1,1,17,0,2,"C",0,"Mr",0,3,0,1,0,0
0,2,27,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,32.37,0,0,"Q",0,"Mr",0,1,0,0,1,0
1,3,22,0,0,"C",0,"Mr",0,1,0,1,0,0
1,3,22,0,0,"S",1,"Miss",0,1,0,0,0,1
0,1,62,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,48,1,0,"C",1,"Mrs",0,2,0,1,0,0
0,1,32.37,0,0,"C",0,"Mr",0,1,0,1,0,0
1,1,39,1,1,"S",1,"Mrs",0,3,1,0,0,1
1,3,36,1,0,"S",1,"Mrs",0,2,0,0,0,1
0,3,32.37,0,0,"Q",0,"Mr",0,1,0,0,1,0
0,3,40,0,0,"S",0,"Mr",0,1,0,0,0,1
0,2,28,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,21.82,0,0,"S",1,"Miss",0,1,0,0,0,1
0,3,24,2,0,"S",0,"Mr",0,3,0,0,0,1
0,3,19,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,29,0,4,"S",1,"Mrs",0,5,1,0,0,1
0,3,32.37,0,0,"C",0,"Mr",0,1,0,1,0,0
1,3,32,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,62,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,53,2,0,"S",1,"Mrs",0,3,0,0,0,1
1,1,36,0,0,"S",0,"Mr",0,1,0,0,0,1
1,3,21.82,0,0,"Q",1,"Miss",0,1,0,0,1,0
0,3,16,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,19,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,34,0,0,"S",1,"Miss",0,1,0,0,0,1
1,1,39,1,0,"S",1,"Mrs",0,2,0,0,0,1
0,3,35.91,1,0,"C",1,"Mrs",0,2,0,1,0,0
1,3,32,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,25,1,1,"S",1,"Miss",0,3,0,0,0,1
1,1,39,1,1,"C",1,"Mrs",0,3,1,1,0,0
0,2,54,0,0,"S",0,"Mr",0,1,0,0,0,1
0,1,36,0,0,"C",0,"Mr",0,1,0,1,0,0
0,3,32.37,0,0,"C",0,"Mr",0,1,0,1,0,0
1,1,18,0,2,"S",1,"Miss",0,3,0,0,0,1
0,2,47,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,60,1,1,"C",0,"Mr",0,3,0,1,0,0
0,3,22,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,35,0,0,"S",0,"Mr",0,1,0,0,0,1
