"Survived","Pclass","Age","SibSp","Parch","Embarked","Female","title","Child","Family","Mother","Cherbourg","Queenstown","Southampton"
1,1,52,1,0,"C",1,"Mrs",0,2,0,1,0,0
0,3,47,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,21.82,0,2,"Q",1,"Miss",0,3,0,0,1,0
0,2,37,1,0,"S",0,"Mr",0,2,0,0,0,1
0,3,36,1,1,"S",0,"Mr",0,3,0,0,0,1
1,2,21.82,0,0,"S",1,"Miss",0,1,0,0,0,1
0,3,49,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,32.37,0,0,"C",0,"Mr",0,1,0,1,0,0
1,1,49,1,0,"C",0,"Dr",0,2,0,1,0,0
1,2,24,2,1,"S",1,"Mrs",0,4,1,0,0,1
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
0,1,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,44,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,35,0,0,"C",0,"Mr",0,1,0,1,0,0
0,3,36,1,0,"S",0,"Mr",0,2,0,0,0,1
0,3,30,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,27,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,22,1,2,"C",1,"Mrs",0,4,1,1,0,0
1,1,40,0,0,"S",1,"Miss",0,1,0,0,0,1
0,3,39,1,5,"S",1,"Mrs",0,7,1,0,0,1
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
1,3,21.82,1,0,"Q",1,"Miss",0,2,0,0,1,0
0,3,32.37,0,0,"Q",0,"Mr",0,1,0,0,1,0
0,3,35,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,24,1,2,"S",1,"Miss",0,4,0,0,0,1
0,3,34,1,1,"S",0,"Mr",0,3,0,0,0,1
0,3,26,1,0,"S",1,"Mrs",0,2,0,0,0,1
1,2,4,2,1,"S",1,"Miss",1,4,0,0,0,1
0,2,26,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,27,1,0,"C",0,"Mr",0,2,0,1,0,0
1,1,42,1,0,"S",0,"Mr",0,2,0,0,0,1
1,3,20,1,1,"C",0,"Mr",0,3,0,1,0,0
0,3,21,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,21,0,0,"S",0,"Mr",0,1,0,0,0,1
0,1,61,0,0,"S",0,"Mr",0,1,0,0,0,1
0,2,57,0,0,"Q",0,"Dr",0,1,0,0,1,0
1,1,21,0,0,"S",1,"Miss",0,1,0,0,0,1
0,3,26,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,32.37,0,0,"Q",0,"Mr",0,1,0,0,1,0
1,1,80,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,51,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,32,0,0,"C",0,"Dr",0,1,0,1,0,0
0,1,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,9,3,2,"S",1,"Miss",1,6,0,0,0,1
1,2,28,0,0,"S",1,"Miss",0,1,0,0,0,1
0,3,32,0,0,"S",0,"Mr",0,1,0,0,0,1
0,2,31,1,1,"S",0,"Mr",0,3,0,0,0,1
0,3,41,0,5,"S",1,"Mrs",0,6,1,0,0,1
0,3,32.37,1,0,"S",0,"Mr",0,2,0,0,0,1
0,3,20,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,24,0,0,"C",1,"Miss",0,1,0,1,0,0
0,3,2,3,2,"S",1,"Miss",1,6,0,0,0,1
1,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
1,3,0.75,2,1,"C",1,"Miss",1,4,0,1,0,0
1,1,48,1,0,"C",0,"Mr",0,2,0,1,0,0
0,3,19,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,56,0,0,"C",0,"Dr",0,1,0,1,0,0
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
1,3,23,0,0,"S",1,"Miss",0,1,0,0,0,1
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,18,0,1,"S",1,"Miss",0,2,0,0,0,1
0,3,21,0,0,"S",0,"Mr",0,1,0,0,0,1
1,3,21.82,0,0,"Q",1,"Miss",0,1,0,0,1,0
0,3,18,0,0,"Q",1,"Miss",0,1,0,0,1,0
0,2,24,2,0,"S",0,"Mr",0,3,0,0,0,1
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,32,1,1,"Q",1,"Mrs",0,3,1,0,1,0
0,2,23,0,0,"S",0,"Mr",0,1,0,0,0,1
0,1,58,0,2,"C",0,"Mr",0,3,0,1,0,0
1,1,50,2,0,"S",0,"Dr",0,3,0,0,0,1
0,3,40,0,0,"C",0,"Mr",0,1,0,1,0,0
0,1,47,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,36,0,0,"S",0,"Mr",0,1,0,0,0,1
1,3,20,1,0,"S",0,"Mr",0,2,0,0,0,1
0,2,32,2,0,"S",0,"Mr",0,3,0,0,0,1
0,2,25,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,43,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,35.91,1,0,"S",1,"Mrs",0,2,0,0,0,1
1,2,40,1,1,"S",1,"Mrs",0,3,1,0,0,1
0,1,31,1,0,"S",0,"Mr",0,2,0,0,0,1
0,2,70,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,31,0,0,"S",0,"Mr",0,1,0,0,0,1
0,2,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,18,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,24.5,0,0,"S",0,"Mr",0,1,0,0,0,1
1,3,18,0,0,"S",1,"Miss",0,1,0,0,0,1
0,3,43,1,6,"S",1,"Mrs",0,8,1,0,0,1
1,1,36,0,1,"C",0,"Mr",0,2,0,1,0,0
0,3,21.82,0,0,"Q",1,"Miss",0,1,0,0,1,0
1,1,27,0,0,"C",0,"Mr",0,1,0,1,0,0
0,3,20,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,14,5,2,"S",0,"Mr",0,8,0,0,0,1
0,2,60,1,1,"S",0,"Mr",0,3,0,0,0,1
0,2,25,1,2,"C",0,"Mr",0,4,0,1,0,0
0,3,14,4,1,"S",0,"Mr",0,6,0,0,0,1
0,3,19,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,18,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,15,0,1,"S",1,"Miss",0,2,0,0,0,1
1,1,31,1,0,"S",0,"Mr",0,2,0,0,0,1
1,3,4,0,1,"C",1,"Miss",1,2,0,1,0,0
1,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,25,0,0,"C",0,"Mr",0,1,0,1,0,0
0,1,60,0,0,"S",0,"Dr",0,1,0,0,0,1
0,2,52,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,44,0,0,"S",0,"Mr",0,1,0,0,0,1
1,3,21.82,0,0,"Q",1,"Miss",0,1,0,0,1,0
0,1,49,1,1,"C",0,"Mr",0,3,0,1,0,0
0,3,42,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,18,1,0,"C",1,"Mrs",0,2,0,1,0,0
1,1,35,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,18,0,1,"C",1,"Miss",0,2,0,1,0,0
0,3,25,0,0,"Q",0,"Mr",0,1,0,0,1,0
0,3,26,1,0,"S",0,"Mr",0,2,0,0,0,1
0,2,39,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,45,0,0,"S",1,"Mrs",0,1,0,0,0,1
1,1,42,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,22,0,0,"S",1,"Miss",0,1,0,0,0,1
1,3,4.57,1,1,"C",0,"Master",1,3,0,1,0,0
1,1,24,0,0,"C",1,"Miss",0,1,0,1,0,0
0,1,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,48,1,0,"S",0,"Mr",0,2,0,0,0,1
0,3,29,0,0,"S",0,"Mr",0,1,0,0,0,1
0,2,52,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,19,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,38,0,0,"C",1,"Miss",0,1,0,1,0,0
1,2,27,0,0,"S",1,"Miss",0,1,0,0,0,1
0,3,32.37,0,0,"Q",0,"Mr",0,1,0,0,1,0
0,3,33,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,6,0,1,"S",1,"Miss",1,2,0,0,0,1
0,3,17,1,0,"S",0,"Mr",0,2,0,0,0,1
0,2,34,0,0,"S",0,"Mr",0,1,0,0,0,1
0,2,50,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,27,1,0,"S",0,"Mr",0,2,0,0,0,1
0,3,20,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,30,3,0,"S",1,"Mrs",0,4,0,0,0,1
1,3,21.82,0,0,"Q",1,"Miss",0,1,0,0,1,0
0,2,25,1,0,"S",0,"Mr",0,2,0,0,0,1
0,3,25,1,0,"S",1,"Miss",0,2,0,0,0,1
1,1,29,0,0,"S",1,"Miss",0,1,0,0,0,1
0,3,11,0,0,"C",0,"Mr",1,1,0,1,0,0
0,2,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
0,2,23,0,0,"S",0,"Mr",0,1,0,0,0,1
0,2,23,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,28.5,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,48,1,3,"S",1,"Mrs",0,5,1,0,0,1
1,1,35,0,0,"C",0,"Mr",0,1,0,1,0,0
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
0,1,36,1,0,"S",0,"Mr",0,2,0,0,0,1
1,1,21,2,2,"C",1,"Miss",0,5,0,1,0,0
0,3,24,1,0,"S",0,"Mr",0,2,0,0,0,1
1,3,31,0,0,"S",0,"Mr",0,1,0,0,0,1
0,1,70,1,1,"S",0,"Dr",0,3,0,0,0,1
0,3,16,1,1,"S",0,"Mr",0,3,0,0,0,1
1,2,30,0,0,"S",1,"Miss",0,1,0,0,0,1
0,1,19,1,0,"S",0,"Mr",0,2,0,0,0,1
0,3,31,0,0,"Q",0,"Mr",0,1,0,0,1,0
1,2,4,1,1,"S",1,"Miss",1,3,0,0,0,1
1,3,6,0,1,"S",0,"Master",1,2,0,0,0,1
0,3,33,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,23,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,48,1,2,"S",1,"Mrs",0,4,1,0,0,1
1,2,0.67,1,1,"S",0,"Master",1,3,0,0,0,1
0,3,28,0,0,"S",0,"Mr",0,1,0,0,0,1
0,2,18,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,34,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,33,0,0,"S",1,"Mrs",0,1,0,0,0,1
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,41,0,0,"S",0,"Mr",0,1,0,0,0,1
1,3,20,0,0,"C",0,"Mr",0,1,0,1,0,0
1,1,36,1,2,"S",1,"Mrs",0,4,1,0,0,1
0,3,16,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,51,1,0,"S",1,"Mrs",0,2,0,0,0,1
0,1,46.05,0,0,"C",0,"Dr",0,1,0,1,0,0
0,3,30.5,0,0,"Q",1,"Miss",0,1,0,0,1,0
0,3,32.37,1,0,"Q",0,"Mr",0,2,0,0,1,0
0,3,32,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,24,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,48,0,0,"S",0,"Mr",0,1,0,0,0,1
0,2,57,0,0,"S",1,"Mrs",0,1,0,0,0,1
0,3,32.37,0,0,"C",0,"Mr",0,1,0,1,0,0
1,2,54,1,3,"S",1,"Mrs",0,5,1,0,0,1
0,3,18,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,32.37,0,0,"Q",0,"Mr",0,1,0,0,1,0
1,3,5,0,0,"S",1,"Miss",1,1,0,0,0,1
0,3,32.37,0,0,"Q",0,"Mr",0,1,0,0,1,0
1,1,43,0,1,"S",1,"Mrs",0,2,1,0,0,1
1,3,13,0,0,"C",1,"Miss",0,1,0,1,0,0
1,1,17,1,0,"S",1,"Mrs",0,2,0,0,0,1
0,1,29,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,32.37,1,2,"S",0,"Mr",0,4,0,0,0,1
0,3,25,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,25,0,0,"S",0,"Mr",0,1,0,0,0,1
1,3,18,0,0,"S",1,"Miss",0,1,0,0,0,1
0,3,8,4,1,"Q",0,"Master",1,6,0,0,1,0
1,3,1,1,2,"S",0,"Master",1,4,0,0,0,1
0,1,46,0,0,"C",0,"Mr",0,1,0,1,0,0
0,3,32.37,0,0,"Q",0,"Mr",0,1,0,0,1,0
0,2,16,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,21.82,8,2,"S",1,"Miss",0,11,0,0,0,1
0,1,32.37,0,0,"C",0,"Mr",0,1,0,1,0,0
0,3,25,0,0,"S",0,"Mr",0,1,0,0,0,1
0,2,39,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,49,0,0,"S",1,"Dr",0,1,0,0,0,1
1,3,31,0,0,"S",1,"Mrs",0,1,0,0,0,1
0,3,30,0,0,"C",0,"Mr",0,1,0,1,0,0
0,3,30,1,1,"S",1,"Mrs",0,3,1,0,0,1
0,2,34,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,31,1,1,"S",1,"Mrs",0,3,1,0,0,1
1,1,11,1,2,"S",0,"Master",1,4,0,0,0,1
1,3,0.42,0,1,"C",0,"Master",1,2,0,1,0,0
1,3,27,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,31,0,0,"S",0,"Mr",0,1,0,0,0,1
0,1,39,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,18,0,0,"S",1,"Miss",0,1,0,0,0,1
0,2,39,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,33,1,0,"S",1,"Mrs",0,2,0,0,0,1
0,3,26,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,39,0,0,"S",0,"Mr",0,1,0,0,0,1
0,2,35,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,6,4,2,"S",1,"Miss",1,7,0,0,0,1
0,3,30.5,0,0,"S",0,"Mr",0,1,0,0,0,1
0,1,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,23,0,0,"S",1,"Miss",0,1,0,0,0,1
0,2,31,1,1,"C",0,"Mr",0,3,0,1,0,0
0,3,43,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,10,3,2,"S",0,"Master",1,6,0,0,0,1
1,1,52,1,1,"S",1,"Mrs",0,3,1,0,0,1
1,3,27,0,0,"S",0,"Mr",0,1,0,0,0,1
0,1,38,0,0,"S",0,"Dr",0,1,0,0,0,1
1,3,27,0,1,"S",1,"Mrs",0,2,1,0,0,1
0,3,2,4,1,"S",0,"Master",1,6,0,0,0,1
0,3,32.37,0,0,"Q",0,"Mr",0,1,0,0,1,0
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,1,0,2,"C",0,"Master",1,3,0,1,0,0
1,3,32.37,0,0,"Q",0,"Mr",0,1,0,0,1,0
1,1,62,0,0,"",1,"Mrs",0,1,0,0,0,1
1,3,15,1,0,"C",1,"Mrs",0,2,0,1,0,0
1,2,0.83,1,1,"S",0,"Master",1,3,0,0,0,1
0,3,32.37,0,0,"C",0,"Mr",0,1,0,1,0,0
0,3,23,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,18,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,39,1,1,"C",1,"Miss",0,3,0,1,0,0
0,3,21,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
1,3,32,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,32.37,0,0,"C",0,"Mr",0,1,0,1,0,0
0,3,20,0,0,"S",0,"Mr",0,1,0,0,0,1
0,2,16,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,30,0,0,"C",1,"Miss",0,1,0,1,0,0
0,3,34.5,0,0,"C",0,"Mr",0,1,0,1,0,0
0,3,17,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,42,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,32.37,8,2,"S",0,"Mr",0,11,0,0,0,1
0,3,35,0,0,"C",0,"Mr",0,1,0,1,0,0
0,2,28,0,1,"S",0,"Dr",0,2,0,0,0,1
1,1,35.91,1,0,"C",1,"Mrs",0,2,0,1,0,0
0,3,4,4,2,"S",0,"Master",1,7,0,0,0,1
0,3,74,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,9,1,1,"C",1,"Miss",1,3,0,1,0,0
1,1,16,0,1,"S",1,"Miss",0,2,0,0,0,1
0,2,44,1,0,"S",1,"Mrs",0,2,0,0,0,1
1,3,18,0,1,"S",1,"Mrs",0,2,1,0,0,1
1,1,45,1,1,"S",1,"Mrs",0,3,1,0,0,1
1,1,51,0,0,"S",0,"Mr",0,1,0,0,0,1
1,3,24,0,3,"C",1,"Mrs",0,4,1,1,0,0
0,3,32.37,0,0,"C",0,"Mr",0,1,0,1,0,0
0,3,41,2,0,"S",0,"Mr",0,3,0,0,0,1
0,2,21,1,0,"S",0,"Mr",0,2,0,0,0,1
1,1,48,0,0,"S",1,"Mrs",0,1,0,0,0,1
0,3,21.82,8,2,"S",1,"Miss",0,11,0,0,0,1
0,2,24,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,42,0,0,"S",1,"Mrs",0,1,0,0,0,1
1,2,27,1,0,"C",1,"Miss",0,2,0,1,0,0
0,1,31,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
1,3,4,1,1,"S",0,"Master",1,3,0,0,0,1
0,3,26,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,47,1,1,"S",1,"Mrs",0,3,1,0,0,1
0,1,33,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,47,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,28,1,0,"C",1,"Mrs",0,2,0,1,0,0
1,3,15,0,0,"C",1,"Miss",0,1,0,1,0,0
0,3,20,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,19,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,56,0,1,"C",1,"Mrs",0,2,1,1,0,0
1,2,25,0,1,"S",1,"Mrs",0,2,1,0,0,1
0,3,33,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,22,0,0,"S",1,"Miss",0,1,0,0,0,1
0,2,28,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,25,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,39,0,5,"Q",1,"Mrs",0,6,1,0,1,0
0,2,27,0,0,"S",0,"Dr",0,1,0,0,0,1
1,1,19,0,0,"S",1,"Miss",0,1,0,0,0,1
0,3,21.82,1,2,"S",1,"Miss",0,4,0,0,0,1
1,1,26,0,0,"C",0,"Mr",0,1,0,1,0,0
0,3,32,0,0,"Q",0,"Mr",0,1,0,0,1,0
